,Label
16711,1
3052,0
28156,5
27956,5
22300,2
26054,3
20856,2
31815,5
2008,0
3947,0
10162,1
22470,2
431,0
6645,0
11279,1
13231,1
19151,2
32538,5
23086,2
19237,2
21096,2
24550,3
32741,5
21765,2
17312,1
14341,1
32025,5
5935,0
20021,2
16030,1
23402,4
5617,0
20779,2
14232,1
2802,0
36933,5
12358,1
35500,5
6032,0
34482,5
19875,2
22059,2
5691,0
7371,0
28233,5
27064,3
2852,0
11107,1
37012,5
30877,5
8923,0
33828,5
31982,5
8953,0
2984,0
36501,5
10233,1
37316,5
11288,1
25928,3
13203,1
15334,1
31997,5
28434,5
23508,4
32599,5
30667,5
32837,5
25978,3
28514,5
14921,1
6886,0
19927,2
35088,5
6856,0
22519,2
16544,1
28773,5
36168,5
34579,5
32783,5
11722,1
23209,4
28633,5
24939,3
2619,0
21387,2
10207,1
18091,2
12386,1
19720,2
4401,0
35218,5
12162,1
1607,0
16058,1
5656,0
17517,2
12984,1
31027,5
24302,3
14049,1
31736,5
12934,1
23309,4
14399,1
20201,2
254,0
18163,2
29089,5
27513,3
4432,0
14211,1
2118,0
29721,5
20005,2
10808,1
21721,2
14495,1
21441,2
3014,0
10977,1
9213,1
20753,2
16843,1
35043,5
10750,1
23783,4
15663,1
12021,1
12322,1
6935,0
1301,0
5433,0
5413,0
10905,1
37271,5
9708,1
12646,1
9565,1
31339,5
5799,0
21434,2
13557,1
17410,1
9904,1
33034,5
30465,5
24449,3
17901,2
6080,0
2776,0
21676,2
31500,5
35916,5
18022,2
32800,5
35618,5
36279,5
8584,0
29210,5
21680,2
36403,5
30640,5
30223,5
35172,5
16926,1
31065,5
30221,5
29852,5
12653,1
8725,0
13155,1
10626,1
23858,4
203,0
816,0
22077,2
20339,2
8666,0
27717,3
33048,5
18752,2
5441,0
32125,5
9881,1
19844,2
18262,2
35909,5
6459,0
27540,3
34244,5
30346,5
18984,2
26523,3
8968,0
23341,4
13781,1
1281,0
34463,5
33122,5
17855,2
27510,3
33093,5
13660,1
36566,5
2239,0
11184,1
32795,5
33498,5
897,0
29068,5
3900,0
1911,0
9310,1
725,0
1616,0
13437,1
22110,2
58,0
22380,2
24517,3
6616,0
31890,5
36231,5
35839,5
5778,0
31565,5
29830,5
25903,3
18846,2
1041,0
14347,1
35579,5
8226,0
402,0
16241,1
3017,0
33277,5
36555,5
1949,0
5900,0
37099,5
23576,4
4100,0
24278,3
15756,1
30982,5
1621,0
17537,2
5293,0
10573,1
7411,0
18393,2
15889,1
29767,5
14843,1
36300,5
17454,1
15441,1
31617,5
36425,5
618,0
7595,0
26742,3
15820,1
29519,5
9916,1
183,0
17289,1
4707,0
20898,2
3713,0
23510,4
9914,1
21964,2
35520,5
30805,5
35006,5
17994,2
11428,1
26133,3
17235,1
26853,3
1441,0
2277,0
28703,5
5365,0
2129,0
31757,5
6512,0
18056,2
23394,4
25725,3
10639,1
24265,3
6286,0
414,0
6566,0
16168,1
658,0
2623,0
19357,2
20046,2
33289,5
3662,0
2477,0
15688,1
9475,1
25315,3
9704,1
29123,5
25339,3
28955,5
37407,5
27743,3
23588,4
8071,0
18024,2
9206,1
21965,2
28712,5
27564,3
30030,5
19985,2
15948,1
11242,1
5538,0
15931,1
2582,0
31700,5
28816,5
16434,1
16906,1
20695,2
9116,1
20928,2
30514,5
24738,3
32150,5
35278,5
12601,1
21592,2
12809,1
19886,2
29467,5
16605,1
2818,0
30847,5
33804,5
24472,3
16068,1
8866,0
20513,2
32940,5
27992,5
33789,5
13501,1
6902,0
28535,5
23246,4
33181,5
32139,5
12362,1
24296,3
9909,1
35031,5
30250,5
20292,2
19622,2
3047,0
14509,1
29222,5
37347,5
14469,1
7939,0
34725,5
31975,5
2983,0
22567,2
28643,5
12634,1
8154,0
29503,5
10892,1
11575,1
37152,5
6059,0
11222,1
12040,1
28114,5
8587,0
26842,3
660,0
3309,0
772,0
10237,1
28329,5
323,0
34468,5
22652,2
12821,1
24445,3
22413,2
34943,5
13817,1
9403,1
798,0
30327,5
1295,0
10596,1
26324,3
2896,0
13792,1
32942,5
22526,2
4062,0
12409,1
12181,1
4307,0
28324,5
31868,5
18771,2
1823,0
21353,2
31516,5
11322,1
21889,2
24247,3
26257,3
17640,2
18238,2
1088,0
32097,5
7204,0
4787,0
8434,0
44,0
6635,0
33023,5
33327,5
26539,3
4202,0
20668,2
7843,0
924,0
32791,5
16797,1
25943,3
1628,0
23304,4
4268,0
9693,1
27550,3
5419,0
15260,1
11436,1
3657,0
33529,5
14684,1
17528,2
24398,3
22539,2
22973,2
20822,2
8667,0
19810,2
20164,2
12842,1
3491,0
21391,2
27887,3
30960,5
6119,0
36753,5
23484,4
35564,5
26707,3
31064,5
10341,1
17297,1
12130,1
12943,1
13520,1
22785,2
36684,5
34655,5
25224,3
33199,5
16807,1
6215,0
26986,3
684,0
1432,0
10057,1
6709,0
6975,0
20190,2
27957,5
33259,5
30386,5
25629,3
26508,3
31657,5
9179,1
5380,0
29640,5
32925,5
6553,0
17853,2
2628,0
10802,1
17707,2
3255,0
11486,1
17415,1
7740,0
32098,5
8493,0
29866,5
26857,3
3925,0
32167,5
13207,1
20247,2
3681,0
20852,2
34922,5
19806,2
13845,1
3908,0
13576,1
9260,1
17671,2
15296,1
34605,5
24339,3
27430,3
28407,5
22573,2
10685,1
4655,0
8566,0
29349,5
10274,1
32877,5
11745,1
3550,0
32192,5
30852,5
4342,0
32748,5
32055,5
27330,3
5134,0
36810,5
11647,1
33223,5
33554,5
37143,5
8089,0
17441,1
28988,5
4435,0
27095,3
12937,1
10838,1
641,0
22088,2
6611,0
3345,0
27735,3
25186,3
7607,0
26837,3
14545,1
3236,0
28837,5
20345,2
30620,5
13561,1
32156,5
840,0
26607,3
7060,0
9404,1
32785,5
2617,0
3171,0
21513,2
8169,0
14950,1
13430,1
17311,1
11285,1
23434,4
5508,0
5881,0
954,0
6363,0
30147,5
2578,0
30619,5
27170,3
34010,5
11411,1
26788,3
24721,3
35402,5
13122,1
20458,2
8737,0
9216,1
27249,3
10209,1
36954,5
34346,5
13969,1
9667,1
29706,5
35108,5
3113,0
32536,5
10268,1
4719,0
21802,2
15967,1
33612,5
15880,1
17416,1
25220,3
22244,2
22215,2
20221,2
29678,5
25860,3
10726,1
28650,5
36061,5
27400,3
8518,0
33618,5
12546,1
23942,4
15029,1
22315,2
10411,1
22307,2
36818,5
23273,4
8916,0
22310,2
20969,2
11662,1
32781,5
35383,5
23941,4
86,0
14260,1
34713,5
8440,0
4558,0
6246,0
10877,1
17292,1
22671,2
23518,4
157,0
12800,1
10418,1
24995,3
32770,5
15586,1
2152,0
33304,5
20273,2
34915,5
34702,5
24955,3
32002,5
25530,3
17461,1
787,0
542,0
5318,0
20996,2
18255,2
21344,2
22296,2
11849,1
3507,0
28306,5
33981,5
21642,2
32706,5
34678,5
24524,3
20900,2
26839,3
1195,0
25292,3
34766,5
34797,5
31491,5
7307,0
24560,3
10551,1
31356,5
25542,3
6008,0
9153,1
23586,4
9369,1
30973,5
27464,3
24974,3
31964,5
26900,3
27769,3
21781,2
18742,2
17755,2
4011,0
11649,1
4388,0
419,0
6907,0
6859,0
902,0
19196,2
31680,5
31246,5
13313,1
17575,2
29831,5
22168,2
29165,5
8241,0
18400,2
31135,5
22592,2
9846,1
1964,0
29412,5
25728,3
5827,0
33584,5
5163,0
15584,1
14893,1
25117,3
32457,5
30536,5
23853,4
21473,2
642,0
10105,1
35309,5
34600,5
4275,0
26538,3
16517,1
31553,5
30226,5
31326,5
5677,0
5847,0
3220,0
18326,2
26670,3
26416,3
21622,2
20763,2
8371,0
3160,0
5989,0
4367,0
26668,3
33799,5
27843,3
13693,1
16929,1
5104,0
13950,1
8551,0
8319,0
1182,0
33774,5
15053,1
31408,5
3976,0
25070,3
14600,1
33046,5
17824,2
14010,1
23624,4
30954,5
26496,3
16103,1
6165,0
22531,2
31353,5
331,0
3606,0
8244,0
10874,1
10164,1
17475,1
6220,0
16279,1
34822,5
34240,5
35206,5
26246,3
36893,5
21774,2
10420,1
8705,0
17778,2
27149,3
5475,0
15279,1
12247,1
24434,3
1227,0
32024,5
5253,0
26253,3
6204,0
13352,1
7004,0
1557,0
32586,5
31413,5
13428,1
7798,0
12961,1
35253,5
24484,3
8035,0
4996,0
26183,3
854,0
22958,2
17916,2
18143,2
9258,1
26719,3
19435,2
3834,0
15486,1
15510,1
23521,4
14989,1
25465,3
36975,5
27864,3
25073,3
32247,5
30469,5
36400,5
22738,2
31460,5
21091,2
34858,5
3645,0
23132,4
8488,0
29639,5
23351,4
30976,5
29558,5
12469,1
26212,3
11583,1
20614,2
23305,4
17738,2
3853,0
26569,3
28919,5
860,0
30466,5
573,0
24322,3
20869,2
21786,2
27890,3
24474,3
19627,2
34583,5
18417,2
26354,3
35759,5
13490,1
17266,1
26530,3
36848,5
27408,3
7260,0
14291,1
10158,1
22317,2
26055,3
5876,0
20385,2
27596,3
28296,5
27201,3
10181,1
21602,2
7239,0
33574,5
10921,1
30230,5
21848,2
1810,0
9290,1
6991,0
17216,1
34521,5
12799,1
20087,2
15348,1
13249,1
15809,1
2696,0
28346,5
21222,2
1593,0
24268,3
26841,3
20744,2
34950,5
28604,5
4140,0
28063,5
9280,1
9082,1
21745,2
1426,0
23874,4
36793,5
33825,5
20271,2
22549,2
20276,2
30169,5
6918,0
8469,0
34297,5
1211,0
36811,5
192,0
1753,0
36961,5
13979,1
10139,1
13691,1
24089,4
2107,0
5081,0
11629,1
2923,0
14338,1
16740,1
25263,3
25499,3
13978,1
9439,1
33208,5
20463,2
4935,0
3970,0
19698,2
4932,0
17131,1
16135,1
26510,3
11516,1
10644,1
10500,1
25,0
35835,5
13214,1
26875,3
5527,0
11093,1
1199,0
292,0
17884,2
1239,0
20916,2
36839,5
7965,0
24751,3
26391,3
36749,5
7161,0
16290,1
34187,5
16311,1
30278,5
166,0
6683,0
11877,1
3807,0
17502,2
477,0
33005,5
18547,2
5140,0
4066,0
8712,0
16656,1
342,0
21456,2
16958,1
13049,1
13401,1
2230,0
32354,5
34506,5
23946,4
15907,1
26333,3
19628,2
10203,1
24855,3
9729,1
25378,3
1251,0
26878,3
20934,2
3239,0
13923,1
22868,2
12521,1
1598,0
3184,0
6234,0
27278,3
8626,0
16462,1
24540,3
13223,1
31078,5
9346,1
14096,1
1505,0
14648,1
15024,1
24662,3
31082,5
21015,2
11150,1
32405,5
15885,1
27931,5
20012,2
12164,1
25671,3
2033,0
20461,2
1013,0
7280,0
16242,1
26864,3
14972,1
13410,1
4823,0
27335,3
17892,2
15536,1
34447,5
8811,0
27496,3
27659,3
13529,1
4295,0
21801,2
32974,5
8296,0
28062,5
9992,1
25441,3
23413,4
2489,0
24936,3
31282,5
21375,2
22742,2
20451,2
19371,2
2520,0
14385,1
14159,1
10083,1
16856,1
7715,0
24358,3
25208,3
14400,1
24097,4
19936,2
13538,1
31220,5
841,0
28314,5
5671,0
23126,4
12676,1
72,0
15742,1
8701,0
7543,0
13723,1
34436,5
19982,2
13395,1
9267,1
26144,3
32391,5
3023,0
30656,5
5169,0
16991,1
10843,1
6321,0
21589,2
17117,1
33665,5
32567,5
10011,1
8413,0
33724,5
31288,5
11194,1
8267,0
26143,3
12249,1
9628,1
10184,1
31039,5
35213,5
25806,3
5746,0
1210,0
5734,0
23559,4
30500,5
19665,2
4446,0
17296,1
5604,0
11672,1
27733,3
60,0
17444,1
8352,0
30980,5
16794,1
23728,4
16232,1
6219,0
17022,1
7056,0
35371,5
29387,5
36473,5
5025,0
27744,3
27202,3
32119,5
33328,5
3492,0
18882,2
37355,5
9469,1
17342,1
8572,0
16381,1
21610,2
4629,0
31309,5
3020,0
10125,1
766,0
19356,2
11783,1
18256,2
35396,5
26130,3
25459,3
4070,0
22715,2
18263,2
9018,0
11239,1
20090,2
15380,1
34091,5
29318,5
32887,5
35984,5
11971,1
11153,1
6617,0
6490,0
4282,0
36286,5
35480,5
14342,1
24421,3
10794,1
10192,1
18115,2
20845,2
20891,2
9232,1
17306,1
17048,1
29753,5
19525,2
25783,3
1996,0
30095,5
23238,4
22299,2
21621,2
22174,2
27305,3
36360,5
22236,2
15811,1
22316,2
18183,2
34853,5
8585,0
503,0
28092,5
30492,5
33662,5
25431,3
36613,5
28355,5
30212,5
35440,5
19983,2
15102,1
629,0
7419,0
312,0
20277,2
8382,0
7423,0
29780,5
14080,1
1357,0
3259,0
22472,2
2870,0
24764,3
4057,0
19912,2
30243,5
30550,5
36781,5
12489,1
23841,4
21783,2
26103,3
17171,1
18894,2
31405,5
28099,5
14043,1
13362,1
37242,5
11775,1
37130,5
18254,2
35582,5
676,0
324,0
33145,5
5278,0
30072,5
23071,2
14835,1
15064,1
663,0
32264,5
13743,1
31636,5
6663,0
6458,0
13000,1
15390,1
5133,0
9760,1
26356,3
12637,1
17520,2
15515,1
6314,0
19346,2
24778,3
29377,5
2288,0
36336,5
1279,0
10720,1
7926,0
12238,1
10953,1
6323,0
14565,1
11440,1
30735,5
20033,2
3866,0
20579,2
16823,1
33792,5
11585,1
12691,1
8272,0
11127,1
23656,4
23407,4
20987,2
125,0
14186,1
17879,2
3634,0
2672,0
33621,5
35319,5
17020,1
23690,4
3173,0
8293,0
8833,0
3534,0
6657,0
7520,0
26636,3
27870,3
443,0
35905,5
23036,2
14313,1
31021,5
36634,5
36435,5
2971,0
35464,5
23216,4
264,0
28659,5
24816,3
14614,1
23964,4
13169,1
6455,0
33072,5
9813,1
27875,3
3722,0
32950,5
29218,5
16302,1
36764,5
3208,0
4915,0
37373,5
24063,4
35718,5
18563,2
16487,1
8648,0
12509,1
3526,0
26570,3
4583,0
30254,5
16398,1
34742,5
19272,2
24767,3
23856,4
20857,2
5891,0
36367,5
4595,0
34404,5
8816,0
24932,3
35617,5
35413,5
35806,5
14117,1
23732,4
32779,5
2735,0
10819,1
11633,1
1102,0
24525,3
27392,3
17601,2
23615,4
19130,2
5361,0
26916,3
14967,1
15054,1
36653,5
26612,3
8408,0
24038,4
24376,3
3682,0
6768,0
5532,0
35888,5
25998,3
9295,1
4929,0
61,0
30276,5
4821,0
1649,0
30009,5
34806,5
19092,2
32382,5
3018,0
21312,2
27329,3
4116,0
6580,0
13648,1
27766,3
1915,0
29674,5
8103,0
4692,0
24054,4
14597,1
15898,1
3344,0
5043,0
25559,3
25635,3
35832,5
22240,2
36070,5
16227,1
32728,5
24711,3
1880,0
14718,1
24372,3
26845,3
22354,2
5765,0
27831,3
22903,2
23302,4
1302,0
25610,3
1932,0
24102,4
31477,5
30755,5
6986,0
10368,1
27745,3
11653,1
20939,2
664,0
9852,1
28458,5
31857,5
3505,0
8357,0
23391,4
11035,1
19421,2
22781,2
1981,0
9368,1
17281,1
14831,1
8449,0
18686,2
13597,1
34861,5
27287,3
7938,0
31809,5
17409,1
29883,5
2942,0
3338,0
31363,5
11149,1
7720,0
3146,0
24164,3
15709,1
8,0
1429,0
6810,0
1563,0
4694,0
14883,1
37125,5
5760,0
18157,2
27116,3
32771,5
31965,5
11294,1
34027,5
36236,5
1610,0
23159,4
7686,0
19432,2
18428,2
23886,4
26334,3
19957,2
25525,3
18664,2
31072,5
23075,2
2474,0
22147,2
21365,2
35957,5
23949,4
10238,1
25173,3
31314,5
7322,0
24165,3
18142,2
26031,3
29628,5
25215,3
35913,5
0,0
7824,0
33597,5
28654,5
25434,3
19285,2
2461,0
20521,2
29889,5
11458,1
25915,3
16996,1
19670,2
6244,0
26954,3
26789,3
7488,0
34819,5
8460,0
16644,1
17873,2
25364,3
15031,1
23378,4
35998,5
18781,2
12065,1
24512,3
21087,2
4147,0
31594,5
32211,5
13145,1
11289,1
11212,1
9864,1
29548,5
23332,4
21488,2
31283,5
20235,2
35519,5
121,0
10284,1
9824,1
13255,1
14757,1
27998,5
35391,5
8902,0
21092,2
405,0
9662,1
7591,0
29319,5
22412,2
29855,5
17854,2
29022,5
37032,5
29517,5
35679,5
27720,3
23079,2
16739,1
28976,5
2366,0
36397,5
10911,1
2784,0
29581,5
35145,5
34680,5
22239,2
10633,1
31783,5
32983,5
20133,2
21633,2
31924,5
13901,1
30424,5
33099,5
11491,1
10183,1
9616,1
32407,5
32398,5
32439,5
4377,0
18268,2
13481,1
14978,1
25612,3
21255,2
2133,0
261,0
34974,5
17061,1
24301,3
31463,5
25653,3
30834,5
28656,5
6417,0
11021,1
13293,1
59,0
23501,4
25456,3
26056,3
35981,5
27794,3
21420,2
16814,1
2641,0
17791,2
26962,3
21022,2
16956,1
17395,1
4166,0
22195,2
18689,2
35403,5
36853,5
29254,5
19919,2
31705,5
8843,0
31944,5
13328,1
7677,0
32040,5
18003,2
22768,2
16577,1
28487,5
32799,5
23752,4
30772,5
18696,2
12202,1
7054,0
17623,2
369,0
11839,1
32180,5
15501,1
343,0
14373,1
18567,2
24601,3
2391,0
25855,3
3731,0
16008,1
20982,2
29304,5
15791,1
30231,5
31185,5
25527,3
8738,0
27141,3
7301,0
30448,5
14925,1
5345,0
33469,5
11437,1
12160,1
32788,5
594,0
3531,0
35962,5
1461,0
22192,2
11853,1
10694,1
22968,2
21063,2
23003,2
26708,3
3522,0
35267,5
37129,5
2488,0
32,0
6147,0
13139,1
568,0
23952,4
29088,5
8474,0
19069,2
32610,5
17641,2
3452,0
5753,0
15013,1
14340,1
14015,1
2739,0
6162,0
21479,2
25584,3
24058,4
5370,0
21175,2
31587,5
20026,2
4204,0
5129,0
36782,5
34567,5
20653,2
27975,5
8017,0
17424,1
11182,1
14351,1
9490,1
28263,5
8910,0
35522,5
2703,0
25276,3
5219,0
11034,1
17044,1
4999,0
10989,1
1454,0
9860,1
7084,0
20340,2
18120,2
31845,5
34716,5
17927,2
29514,5
33402,5
21696,2
31053,5
19587,2
36695,5
17693,2
5356,0
37072,5
27364,3
8037,0
36542,5
30451,5
32560,5
36609,5
17556,2
1076,0
28768,5
35173,5
30724,5
34133,5
7522,0
34812,5
24589,3
29154,5
3460,0
31518,5
20196,2
17116,1
33866,5
36205,5
10752,1
28811,5
1060,0
15911,1
27750,3
24815,3
31742,5
27565,3
24473,3
2884,0
36186,5
18711,2
30952,5
27050,3
774,0
35945,5
35730,5
489,0
34092,5
29609,5
22459,2
10861,1
24943,3
7364,0
23359,4
28362,5
16838,1
16299,1
29076,5
11036,1
34138,5
23882,4
3874,0
11483,1
10523,1
19553,2
2468,0
27937,5
22813,2
28981,5
33351,5
5368,0
28421,5
12847,1
34043,5
34221,5
12,0
27037,3
8627,0
37333,5
19383,2
10928,1
34238,5
31639,5
17883,2
672,0
17988,2
22337,2
5126,0
13711,1
32237,5
29864,5
30007,5
19868,2
37216,5
34527,5
13341,1
26833,3
861,0
3618,0
20542,2
28524,5
8191,0
20689,2
31322,5
5857,0
30203,5
9101,1
25405,3
1957,0
19514,2
26313,3
26850,3
2187,0
4239,0
23567,4
28809,5
29734,5
2105,0
975,0
7140,0
22812,2
19933,2
20424,2
29322,5
14051,1
15366,1
13571,1
11261,1
4546,0
35179,5
1095,0
25981,3
32545,5
15282,1
15364,1
12023,1
5828,0
20813,2
28803,5
28841,5
34703,5
30643,5
21599,2
29620,5
23885,4
29529,5
25828,3
16040,1
18554,2
22666,2
31767,5
33445,5
17875,2
748,0
4386,0
19124,2
12535,1
34292,5
22401,2
28627,5
23166,4
33420,5
20828,2
6547,0
33687,5
19084,2
30485,5
16808,1
35575,5
12131,1
26505,3
33565,5
21606,2
15209,1
5613,0
36171,5
25575,3
37122,5
28464,5
9732,1
11807,1
7190,0
16272,1
2919,0
7778,0
19661,2
25442,3
8150,0
26526,3
29929,5
7319,0
25424,3
33710,5
19141,2
1382,0
34408,5
20465,2
30900,5
6260,0
3121,0
21512,2
5506,0
32175,5
20696,2
7300,0
34967,5
7540,0
13288,1
410,0
13505,1
11278,1
12563,1
27053,3
31118,5
24833,3
15264,1
1702,0
9304,1
32099,5
36037,5
11324,1
5332,0
30569,5
4297,0
17506,2
30757,5
140,0
28516,5
30046,5
8108,0
34723,5
17776,2
4041,0
33200,5
30779,5
35558,5
12625,1
30608,5
32700,5
27135,3
16555,1
8985,0
19427,2
952,0
3471,0
12831,1
15625,1
4265,0
19241,2
27594,3
19034,2
32971,5
28525,5
14889,1
25929,3
18130,2
5640,0
3835,0
1289,0
7136,0
34733,5
36576,5
2057,0
36285,5
3517,0
37044,5
2076,0
23096,2
17727,2
30422,5
1334,0
6634,0
15923,1
35239,5
30824,5
16120,1
17612,2
32021,5
28697,5
35492,5
12124,1
25643,3
22242,2
16417,1
36027,5
35389,5
23645,4
5813,0
15859,1
30334,5
34978,5
16589,1
12275,1
33215,5
22619,2
12348,1
944,0
26271,3
35180,5
19762,2
3611,0
5490,0
13506,1
5625,0
14391,1
7538,0
36479,5
10801,1
11561,1
24875,3
34083,5
1016,0
35216,5
15535,1
21131,2
23787,4
10012,1
27982,5
15999,1
32042,5
26537,3
26327,3
2021,0
2227,0
8690,0
13543,1
34429,5
35669,5
13655,1
32952,5
30405,5
6017,0
28575,5
14461,1
19402,2
35368,5
17683,2
4255,0
12951,1
6051,0
4337,0
12527,1
13789,1
12780,1
329,0
11912,1
18002,2
31284,5
34881,5
35837,5
31833,5
7219,0
32497,5
15697,1
25514,3
2531,0
21812,2
9178,1
5818,0
36407,5
21320,2
407,0
14269,1
6782,0
23889,4
17092,1
33379,5
11961,1
7437,0
8991,0
34200,5
11865,1
29316,5
34699,5
23179,4
2929,0
23804,4
4424,0
37105,5
25973,3
15819,1
12814,1
33877,5
630,0
8899,0
20260,2
1100,0
12210,1
35246,5
15095,1
15172,1
34335,5
20860,2
27223,3
19230,2
25451,3
20432,2
27537,3
32285,5
21837,2
31404,5
26111,3
33097,5
2252,0
25906,3
21250,2
21815,2
18488,2
6564,0
35203,5
31080,5
23382,4
1855,0
2553,0
26341,3
9580,1
15817,1
23095,2
9045,0
22644,2
21071,2
25438,3
25937,3
31205,5
37084,5
11205,1
35451,5
7871,0
23259,4
22273,2
13347,1
15373,1
2085,0
6073,0
16938,1
34415,5
32268,5
35027,5
24574,3
13888,1
13498,1
11883,1
23506,4
28571,5
2192,0
18305,2
33530,5
1031,0
11973,1
4488,0
3667,0
27896,3
5979,0
8743,0
24959,3
24392,3
22823,2
20425,2
20135,2
28106,5
12558,1
36511,5
14798,1
8851,0
3828,0
26185,3
19828,2
3793,0
32732,5
36598,5
11054,1
2724,0
29826,5
14184,1
7321,0
18725,2
27569,3
18349,2
20460,2
17811,2
26714,3
35259,5
30770,5
13022,1
18237,2
3132,0
24083,4
26149,3
35352,5
36920,5
32828,5
35708,5
2622,0
25294,3
8885,0
5564,0
15155,1
6820,0
34865,5
21731,2
10561,1
28556,5
16724,1
8332,0
4159,0
21492,2
23729,4
5751,0
21912,2
21601,2
257,0
12619,1
11148,1
7605,0
26067,3
12802,1
699,0
34796,5
30108,5
15288,1
28994,5
33249,5
27810,3
17847,2
30181,5
13267,1
21471,2
34256,5
12125,1
20923,2
6884,0
15626,1
33190,5
36075,5
51,0
9555,1
19644,2
19352,2
16500,1
28580,5
4618,0
28140,5
878,0
891,0
21626,2
9765,1
12930,1
14572,1
437,0
36408,5
25497,3
8952,0
6010,0
21943,2
9832,1
3245,0
25270,3
30440,5
3574,0
30934,5
26748,3
21718,2
11572,1
9454,1
34765,5
27683,3
18411,2
36048,5
13681,1
13510,1
4504,0
2610,0
2074,0
12335,1
4211,0
14209,1
16619,1
2280,0
33444,5
28597,5
5705,0
7553,0
18848,2
35141,5
4970,0
9261,1
33601,5
20498,2
4217,0
1310,0
36170,5
23483,4
13670,1
9482,1
2715,0
17059,1
14384,1
36929,5
20536,2
27531,3
24902,3
16266,1
33482,5
33910,5
7613,0
15425,1
5344,0
19761,2
25944,3
9492,1
37198,5
32968,5
14688,1
28377,5
36700,5
2527,0
4602,0
11273,1
35516,5
11014,1
16145,1
29012,5
29149,5
2694,0
17822,2
35020,5
30035,5
20654,2
28441,5
16704,1
15081,1
30687,5
32011,5
13806,1
24979,3
26196,3
5839,0
34893,5
8747,0
18647,2
16518,1
1005,0
19548,2
30228,5
30936,5
15661,1
20562,2
22841,2
19461,2
34609,5
17413,1
10424,1
25859,3
31650,5
36413,5
31260,5
11652,1
17830,2
5027,0
34750,5
13381,1
12613,1
14671,1
11910,1
17154,1
6477,0
1645,0
11330,1
27405,3
532,0
24149,3
6353,0
2774,0
33070,5
3061,0
7738,0
19692,2
20440,2
19179,2
7636,0
28810,5
35376,5
20650,2
11831,1
11138,1
17334,1
895,0
14870,1
14771,1
7868,0
28783,5
1746,0
22091,2
24510,3
8852,0
2420,0
33331,5
25095,3
21121,2
13844,1
3231,0
4609,0
3968,0
11097,1
14122,1
9938,1
1476,0
27281,3
28850,5
7807,0
21571,2
19434,2
22800,2
22274,2
26349,3
33244,5
11656,1
31797,5
9944,1
14502,1
18800,2
36791,5
3248,0
11808,1
20056,2
15938,1
11057,1
34171,5
13269,1
1228,0
615,0
11843,1
2371,0
5384,0
34455,5
8120,0
7046,0
28401,5
21283,2
10580,1
28220,5
30417,5
21257,2
29738,5
19733,2
15617,1
8052,0
6456,0
33675,5
4523,0
31927,5
724,0
24733,3
36003,5
33733,5
33682,5
32353,5
19303,2
24909,3
25333,3
8581,0
36541,5
25290,3
6358,0
32833,5
24498,3
3709,0
16389,1
33515,5
4054,0
9851,1
6113,0
36384,5
27963,5
35136,5
19813,2
17314,1
35858,5
30028,5
33286,5
9057,0
22873,2
18778,2
30896,5
8640,0
28907,5
9316,1
11546,1
681,0
28152,5
34016,5
28921,5
9182,1
3012,0
13719,1
25032,3
32630,5
24406,3
24547,3
34591,5
8653,0
3381,0
8871,0
15044,1
27506,3
23618,4
5871,0
16689,1
26820,3
13570,1
16701,1
23240,4
18576,2
31552,5
6082,0
1149,0
16148,1
1623,0
23243,4
21740,2
26395,3
7603,0
2805,0
29302,5
11013,1
20626,2
35439,5
27883,3
33882,5
28477,5
18084,2
25480,3
15751,1
15262,1
10384,1
9159,1
10273,1
35262,5
871,0
9010,0
15981,1
18398,2
11911,1
26822,3
16403,1
12936,1
23715,4
8301,0
28564,5
4022,0
13227,1
19800,2
36874,5
27849,3
28123,5
621,0
29365,5
21948,2
14266,1
31085,5
9375,1
28849,5
16933,1
30809,5
3699,0
27307,3
37283,5
15154,1
2803,0
29471,5
16860,1
26305,3
14147,1
34093,5
3034,0
33519,5
24454,3
33649,5
24359,3
24468,3
30379,5
31522,5
22144,2
2404,0
18959,2
37193,5
33196,5
21157,2
1322,0
8880,0
22410,2
33279,5
5107,0
31713,5
1938,0
33338,5
12126,1
6676,0
21174,2
4574,0
34062,5
11537,1
29515,5
26903,3
4547,0
20701,2
12688,1
12812,1
35848,5
24379,3
23568,4
22397,2
17278,1
6681,0
23461,4
229,0
1827,0
35497,5
16155,1
21412,2
12603,1
27699,3
34534,5
35117,5
2850,0
20484,2
16764,1
32602,5
33134,5
1430,0
6157,0
10742,1
32362,5
22053,2
28410,5
5069,0
2279,0
22146,2
21078,2
33483,5
2761,0
16038,1
771,0
36551,5
21095,2
12840,1
18585,2
12320,1
18199,2
17837,2
32966,5
2438,0
24634,3
12643,1
34224,5
24114,4
2992,0
24724,3
12827,1
6287,0
22954,2
3241,0
31602,5
1232,0
25210,3
3035,0
27524,3
27331,3
31179,5
1077,0
17103,1
36558,5
7749,0
13212,1
32509,5
11217,1
9205,1
9535,1
11687,1
15855,1
17294,1
16365,1
23502,4
18213,2
22125,2
21482,2
3326,0
27595,3
31684,5
20298,2
4206,0
18533,2
22691,2
7382,0
6846,0
36658,5
31895,5
11880,1
14131,1
32387,5
12206,1
10788,1
13748,1
11094,1
14477,1
32195,5
22890,2
28440,5
14011,1
17538,2
35638,5
24047,4
25464,3
15060,1
2712,0
7002,0
14847,1
21310,2
15502,1
