,Label
22965,2
12994,1
27153,3
2857,6
15345,1
35559,5
10491,1
32912,5
9308,1
19248,2
36637,5
13911,1
23607,4
26465,3
27539,3
24412,3
20469,2
33054,5
36851,5
14651,1
10880,1
5971,6
9046,6
37249,5
14715,1
31603,5
18639,2
4914,6
36475,5
10046,1
8595,6
14101,1
6831,6
22765,2
7031,6
25257,3
11466,1
29546,5
22368,2
4089,6
181,6
6590,6
21334,2
18499,2
27501,3
141,6
19135,2
31174,5
18180,2
19825,2
24862,3
17647,2
3631,6
13002,1
24633,3
37031,5
3148,6
31420,5
33558,5
24554,3
7620,6
28539,5
19221,2
9293,1
7835,6
26374,3
26136,3
8375,6
18184,2
22424,2
29476,5
4918,6
22802,2
13241,1
8706,6
11936,1
13734,1
9865,1
7582,6
15399,1
31093,5
5366,6
1567,6
29332,5
123,6
10227,1
34293,5
35797,5
10883,1
1447,6
20864,2
17945,2
34571,5
29221,5
23197,4
3907,6
9786,1
36647,5
23328,4
24786,3
8687,6
33225,5
36149,5
1569,6
2340,6
28303,5
9828,1
11893,1
31188,5
28321,5
35995,5
18347,2
32652,5
10735,1
28232,5
6870,6
35543,5
36268,5
3180,6
17534,2
3849,6
35373,5
28251,5
33376,5
348,6
10349,1
29464,5
18754,2
9876,1
524,6
5844,6
28507,5
398,6
30647,5
2274,6
24969,3
14616,1
34759,5
7841,6
589,6
24057,4
16202,1
37352,5
27182,3
10304,1
17156,1
13146,1
34341,5
15839,1
999,6
29291,5
1749,6
19931,2
36677,5
30081,5
35712,5
18489,2
7876,6
33481,5
5355,6
15514,1
20586,2
34535,5
34457,5
25092,3
23167,4
29324,5
1654,6
14637,1
32227,5
33931,5
27169,3
32695,5
11132,1
17965,2
26883,3
9858,1
29671,5
23664,4
36711,5
17617,2
36156,5
1468,6
10039,1
6296,6
37377,5
16102,1
35131,5
37110,5
29535,5
19158,2
6285,6
20684,2
22343,2
14662,1
31689,5
14765,1
8573,6
24426,3
36536,5
26003,3
15574,1
21831,2
12536,1
3518,6
29289,5
30088,5
13613,1
33596,5
36211,5
5524,6
14474,1
31876,5
17532,2
26132,3
19599,2
1851,6
8855,6
10803,1
18736,2
32129,5
25816,3
26946,3
1794,6
24697,3
34754,5
15189,1
598,6
6936,6
10196,1
20136,2
5943,6
800,6
28478,5
24841,3
28986,5
16476,1
22825,2
31794,5
15484,1
36734,5
27096,3
4617,6
27658,3
32665,5
297,6
822,6
9173,1
2238,6
21307,2
10025,1
5173,6
24960,3
20921,2
32054,5
27585,3
5963,6
12457,1
1780,6
35366,5
13140,1
32823,5
22883,2
6075,6
17970,2
26529,3
30886,5
25022,3
23099,2
19476,2
26065,3
31803,5
24755,3
10624,1
15681,1
639,6
4240,6
35600,5
35538,5
37382,5
31648,5
26984,3
23397,4
17818,2
11307,1
13198,1
5952,6
28146,5
10401,1
20838,2
3768,6
33377,5
30037,5
16872,1
1639,6
28549,5
1293,6
15078,1
18202,2
12424,1
13802,1
16697,1
18415,2
18176,2
16711,1
3052,6
28156,5
27956,5
22300,2
26054,3
20856,2
31815,5
2008,6
3947,6
10162,1
22470,2
431,6
6645,6
11279,1
13231,1
19151,2
32538,5
23086,2
19237,2
21096,2
24550,3
32741,5
21765,2
17312,1
14341,1
32025,5
5935,6
20021,2
16030,1
23402,4
5617,6
20779,2
14232,1
2802,6
36933,5
12358,1
35500,5
6032,6
34482,5
19875,2
22059,2
5691,6
7371,6
28233,5
27064,3
2852,6
11107,1
37012,5
30877,5
8923,6
33828,5
31982,5
8953,6
2984,6
36501,5
10233,1
37316,5
11288,1
25928,3
13203,1
15334,1
31997,5
28434,5
23508,4
32599,5
30667,5
32837,5
25978,3
28514,5
14921,1
6886,6
19927,2
35088,5
6856,6
22519,2
16544,1
28773,5
36168,5
34579,5
32783,5
11722,1
23209,4
28633,5
24939,3
2619,6
21387,2
10207,1
18091,2
12386,1
19720,2
4401,6
35218,5
12162,1
1607,6
16058,1
5656,6
17517,2
12984,1
31027,5
24302,3
14049,1
31736,5
12934,1
23309,4
14399,1
20201,2
254,6
18163,2
29089,5
27513,3
4432,6
14211,1
2118,6
29721,5
20005,2
10808,1
21721,2
14495,1
21441,2
3014,6
10977,1
9213,1
20753,2
16843,1
35043,5
10750,1
23783,4
15663,1
12021,1
12322,1
6935,6
1301,6
5433,6
5413,6
10905,1
37271,5
9708,1
12646,1
9565,1
31339,5
5799,6
21434,2
13557,1
17410,1
9904,1
33034,5
30465,5
24449,3
17901,2
6080,6
2776,6
21676,2
31500,5
35916,5
18022,2
32800,5
35618,5
36279,5
8584,6
29210,5
21680,2
36403,5
30640,5
30223,5
35172,5
16926,1
31065,5
30221,5
29852,5
12653,1
8725,6
13155,1
10626,1
23858,4
203,6
816,6
22077,2
20339,2
8666,6
27717,3
33048,5
18752,2
5441,6
32125,5
9881,1
19844,2
18262,2
35909,5
6459,6
27540,3
34244,5
30346,5
18984,2
26523,3
8968,6
23341,4
13781,1
1281,6
34463,5
33122,5
17855,2
27510,3
33093,5
13660,1
36566,5
2239,6
11184,1
32795,5
33498,5
897,6
29068,5
3900,6
1911,6
9310,1
725,6
1616,6
13437,1
22110,2
58,6
22380,2
24517,3
6616,6
31890,5
36231,5
35839,5
5778,6
31565,5
29830,5
25903,3
18846,2
1041,6
14347,1
35579,5
8226,6
402,6
16241,1
3017,6
33277,5
36555,5
1949,6
5900,6
37099,5
23576,4
4100,6
24278,3
15756,1
30982,5
1621,6
17537,2
5293,6
10573,1
7411,6
18393,2
15889,1
29767,5
14843,1
36300,5
17454,1
15441,1
31617,5
36425,5
618,6
7595,6
26742,3
15820,1
29519,5
9916,1
183,6
17289,1
4707,6
20898,2
3713,6
23510,4
9914,1
21964,2
35520,5
30805,5
35006,5
17994,2
11428,1
26133,3
17235,1
26853,3
1441,6
2277,6
28703,5
5365,6
2129,6
31757,5
6512,6
18056,2
23394,4
25725,3
10639,1
24265,3
6286,6
414,6
6566,6
16168,1
658,6
2623,6
19357,2
20046,2
33289,5
3662,6
2477,6
15688,1
9475,1
25315,3
9704,1
29123,5
25339,3
28955,5
37407,5
27743,3
23588,4
8071,6
18024,2
9206,1
21965,2
28712,5
27564,3
30030,5
19985,2
15948,1
11242,1
5538,6
15931,1
2582,6
31700,5
28816,5
16434,1
16906,1
20695,2
9116,1
20928,2
30514,5
24738,3
32150,5
35278,5
12601,1
21592,2
12809,1
19886,2
29467,5
16605,1
2818,6
30847,5
33804,5
24472,3
16068,1
8866,6
20513,2
32940,5
27992,5
33789,5
13501,1
6902,6
28535,5
23246,4
33181,5
32139,5
12362,1
24296,3
9909,1
35031,5
30250,5
20292,2
19622,2
3047,6
14509,1
29222,5
37347,5
14469,1
7939,6
34725,5
31975,5
2983,6
22567,2
28643,5
12634,1
8154,6
29503,5
10892,1
11575,1
37152,5
6059,6
11222,1
12040,1
28114,5
8587,6
26842,3
660,6
3309,6
772,6
10237,1
28329,5
323,6
34468,5
22652,2
12821,1
24445,3
22413,2
34943,5
13817,1
9403,1
798,6
30327,5
1295,6
10596,1
26324,3
2896,6
13792,1
32942,5
22526,2
4062,6
12409,1
12181,1
4307,6
28324,5
31868,5
18771,2
1823,6
21353,2
31516,5
11322,1
21889,2
24247,3
26257,3
17640,2
18238,2
1088,6
32097,5
7204,6
4787,6
8434,6
44,6
6635,6
33023,5
33327,5
26539,3
4202,6
20668,2
7843,6
924,6
32791,5
16797,1
25943,3
1628,6
23304,4
4268,6
9693,1
27550,3
5419,6
15260,1
11436,1
3657,6
33529,5
14684,1
17528,2
24398,3
22539,2
22973,2
20822,2
8667,6
19810,2
20164,2
12842,1
3491,6
21391,2
27887,3
30960,5
6119,6
36753,5
23484,4
35564,5
26707,3
31064,5
10341,1
17297,1
12130,1
12943,1
13520,1
22785,2
36684,5
34655,5
25224,3
33199,5
16807,1
6215,6
26986,3
684,6
1432,6
10057,1
6709,6
6975,6
20190,2
27957,5
33259,5
30386,5
25629,3
26508,3
31657,5
9179,1
5380,6
29640,5
32925,5
6553,6
17853,2
2628,6
10802,1
17707,2
3255,6
11486,1
17415,1
7740,6
32098,5
8493,6
29866,5
26857,3
3925,6
32167,5
13207,1
20247,2
3681,6
20852,2
34922,5
19806,2
13845,1
3908,6
13576,1
9260,1
17671,2
15296,1
34605,5
24339,3
27430,3
28407,5
22573,2
10685,1
4655,6
8566,6
29349,5
10274,1
32877,5
11745,1
3550,6
32192,5
30852,5
4342,6
32748,5
32055,5
27330,3
5134,6
36810,5
11647,1
33223,5
33554,5
37143,5
8089,6
17441,1
28988,5
4435,6
27095,3
12937,1
10838,1
641,6
22088,2
6611,6
3345,6
27735,3
25186,3
7607,6
26837,3
14545,1
3236,6
28837,5
20345,2
30620,5
13561,1
32156,5
840,6
26607,3
7060,6
9404,1
32785,5
2617,6
3171,6
21513,2
8169,6
14950,1
13430,1
17311,1
11285,1
23434,4
5508,6
5881,6
954,6
6363,6
30147,5
2578,6
30619,5
27170,3
34010,5
11411,1
26788,3
24721,3
35402,5
13122,1
20458,2
8737,6
9216,1
27249,3
10209,1
36954,5
34346,5
13969,1
9667,1
29706,5
35108,5
3113,6
32536,5
10268,1
4719,6
21802,2
15967,1
33612,5
15880,1
17416,1
25220,3
22244,2
22215,2
20221,2
29678,5
25860,3
10726,1
28650,5
36061,5
27400,3
8518,6
33618,5
12546,1
23942,4
15029,1
22315,2
10411,1
22307,2
36818,5
23273,4
8916,6
22310,2
20969,2
11662,1
32781,5
35383,5
23941,4
86,6
14260,1
34713,5
8440,6
4558,6
6246,6
10877,1
17292,1
22671,2
23518,4
157,6
12800,1
10418,1
24995,3
32770,5
15586,1
2152,6
33304,5
20273,2
34915,5
34702,5
24955,3
32002,5
25530,3
17461,1
787,6
542,6
5318,6
20996,2
18255,2
21344,2
22296,2
11849,1
3507,6
28306,5
33981,5
21642,2
32706,5
34678,5
24524,3
20900,2
26839,3
1195,6
25292,3
34766,5
34797,5
31491,5
7307,6
24560,3
10551,1
31356,5
25542,3
6008,6
9153,1
23586,4
9369,1
30973,5
27464,3
24974,3
31964,5
26900,3
27769,3
21781,2
18742,2
17755,2
4011,6
11649,1
4388,6
419,6
6907,6
6859,6
902,6
19196,2
31680,5
31246,5
13313,1
17575,2
29831,5
22168,2
29165,5
8241,6
18400,2
31135,5
22592,2
9846,1
1964,6
29412,5
25728,3
5827,6
33584,5
5163,6
15584,1
14893,1
25117,3
32457,5
30536,5
23853,4
21473,2
642,6
10105,1
35309,5
34600,5
4275,6
26538,3
16517,1
31553,5
30226,5
31326,5
5677,6
5847,6
3220,6
18326,2
26670,3
26416,3
21622,2
20763,2
8371,6
3160,6
5989,6
4367,6
26668,3
33799,5
27843,3
13693,1
16929,1
5104,6
13950,1
8551,6
8319,6
1182,6
33774,5
15053,1
31408,5
3976,6
25070,3
14600,1
33046,5
17824,2
14010,1
23624,4
30954,5
26496,3
16103,1
6165,6
22531,2
31353,5
331,6
3606,6
8244,6
10874,1
10164,1
17475,1
6220,6
16279,1
34822,5
34240,5
35206,5
26246,3
36893,5
21774,2
10420,1
8705,6
17778,2
27149,3
5475,6
15279,1
12247,1
24434,3
1227,6
32024,5
5253,6
26253,3
6204,6
13352,1
7004,6
1557,6
32586,5
31413,5
13428,1
7798,6
12961,1
35253,5
24484,3
8035,6
4996,6
26183,3
854,6
22958,2
17916,2
18143,2
9258,1
26719,3
19435,2
3834,6
15486,1
15510,1
23521,4
14989,1
25465,3
36975,5
27864,3
25073,3
32247,5
30469,5
36400,5
22738,2
31460,5
21091,2
34858,5
3645,6
23132,4
8488,6
29639,5
23351,4
30976,5
29558,5
12469,1
26212,3
11583,1
20614,2
23305,4
17738,2
3853,6
26569,3
28919,5
860,6
30466,5
573,6
24322,3
20869,2
21786,2
27890,3
24474,3
19627,2
34583,5
18417,2
26354,3
35759,5
13490,1
17266,1
26530,3
36848,5
27408,3
7260,6
14291,1
10158,1
22317,2
26055,3
5876,6
20385,2
27596,3
28296,5
27201,3
10181,1
21602,2
7239,6
33574,5
10921,1
30230,5
21848,2
1810,6
9290,1
6991,6
17216,1
34521,5
12799,1
20087,2
15348,1
13249,1
15809,1
2696,6
28346,5
21222,2
1593,6
24268,3
26841,3
20744,2
34950,5
28604,5
4140,6
28063,5
9280,1
9082,1
21745,2
1426,6
23874,4
36793,5
33825,5
20271,2
22549,2
20276,2
30169,5
6918,6
8469,6
34297,5
1211,6
36811,5
192,6
1753,6
36961,5
13979,1
10139,1
13691,1
24089,4
2107,6
5081,6
11629,1
2923,6
14338,1
16740,1
25263,3
25499,3
13978,1
9439,1
33208,5
20463,2
4935,6
3970,6
19698,2
4932,6
17131,1
16135,1
26510,3
11516,1
10644,1
10500,1
25,6
35835,5
13214,1
26875,3
5527,6
11093,1
1199,6
292,6
17884,2
1239,6
20916,2
36839,5
7965,6
24751,3
26391,3
36749,5
7161,6
16290,1
34187,5
16311,1
30278,5
166,6
6683,6
11877,1
3807,6
17502,2
477,6
33005,5
18547,2
5140,6
4066,6
8712,6
16656,1
342,6
21456,2
16958,1
13049,1
13401,1
2230,6
32354,5
34506,5
23946,4
15907,1
26333,3
19628,2
10203,1
24855,3
9729,1
25378,3
1251,6
26878,3
20934,2
3239,6
13923,1
22868,2
12521,1
1598,6
3184,6
6234,6
27278,3
8626,6
16462,1
24540,3
13223,1
31078,5
9346,1
14096,1
1505,6
14648,1
15024,1
24662,3
31082,5
21015,2
11150,1
32405,5
15885,1
27931,5
20012,2
12164,1
25671,3
2033,6
20461,2
1013,6
7280,6
16242,1
26864,3
14972,1
13410,1
4823,6
27335,3
17892,2
15536,1
34447,5
8811,6
27496,3
27659,3
13529,1
4295,6
21801,2
32974,5
8296,6
28062,5
9992,1
25441,3
23413,4
2489,6
24936,3
31282,5
21375,2
22742,2
20451,2
19371,2
2520,6
14385,1
14159,1
10083,1
16856,1
7715,6
24358,3
25208,3
14400,1
24097,4
19936,2
13538,1
31220,5
841,6
28314,5
5671,6
23126,4
12676,1
72,6
15742,1
8701,6
7543,6
13723,1
34436,5
19982,2
13395,1
9267,1
26144,3
32391,5
3023,6
30656,5
5169,6
16991,1
10843,1
6321,6
21589,2
17117,1
33665,5
32567,5
10011,1
8413,6
33724,5
31288,5
11194,1
8267,6
26143,3
12249,1
9628,1
10184,1
31039,5
35213,5
25806,3
5746,6
1210,6
5734,6
23559,4
30500,5
19665,2
4446,6
17296,1
5604,6
11672,1
27733,3
60,6
17444,1
8352,6
30980,5
16794,1
23728,4
16232,1
6219,6
17022,1
7056,6
35371,5
29387,5
36473,5
5025,6
27744,3
27202,3
32119,5
33328,5
3492,6
18882,2
37355,5
9469,1
17342,1
8572,6
16381,1
21610,2
4629,6
31309,5
3020,6
10125,1
766,6
19356,2
11783,1
18256,2
35396,5
26130,3
25459,3
4070,6
22715,2
18263,2
9018,6
11239,1
20090,2
15380,1
34091,5
29318,5
32887,5
35984,5
11971,1
11153,1
6617,6
6490,6
4282,6
36286,5
35480,5
14342,1
24421,3
10794,1
10192,1
18115,2
20845,2
20891,2
9232,1
17306,1
17048,1
29753,5
19525,2
25783,3
1996,6
30095,5
23238,4
22299,2
21621,2
22174,2
27305,3
36360,5
22236,2
15811,1
22316,2
18183,2
34853,5
8585,6
503,6
28092,5
30492,5
33662,5
25431,3
36613,5
28355,5
30212,5
35440,5
19983,2
15102,1
629,6
7419,6
312,6
20277,2
8382,6
7423,6
29780,5
14080,1
1357,6
3259,6
22472,2
2870,6
24764,3
4057,6
19912,2
30243,5
30550,5
36781,5
12489,1
23841,4
21783,2
26103,3
17171,1
18894,2
31405,5
28099,5
14043,1
13362,1
37242,5
11775,1
37130,5
18254,2
35582,5
676,6
324,6
33145,5
5278,6
30072,5
23071,2
14835,1
15064,1
663,6
32264,5
13743,1
31636,5
6663,6
6458,6
13000,1
15390,1
5133,6
9760,1
26356,3
12637,1
17520,2
15515,1
6314,6
19346,2
24778,3
29377,5
2288,6
36336,5
1279,6
10720,1
7926,6
12238,1
10953,1
6323,6
14565,1
11440,1
30735,5
20033,2
3866,6
20579,2
16823,1
33792,5
11585,1
12691,1
8272,6
11127,1
23656,4
23407,4
20987,2
125,6
14186,1
17879,2
3634,6
2672,6
33621,5
35319,5
17020,1
23690,4
3173,6
8293,6
8833,6
3534,6
6657,6
7520,6
26636,3
27870,3
443,6
35905,5
23036,2
14313,1
31021,5
36634,5
36435,5
2971,6
35464,5
23216,4
264,6
28659,5
24816,3
14614,1
23964,4
13169,1
6455,6
33072,5
9813,1
27875,3
3722,6
32950,5
29218,5
16302,1
36764,5
3208,6
4915,6
37373,5
24063,4
35718,5
18563,2
16487,1
8648,6
12509,1
3526,6
26570,3
4583,6
30254,5
16398,1
34742,5
19272,2
24767,3
23856,4
20857,2
5891,6
36367,5
4595,6
34404,5
8816,6
24932,3
35617,5
35413,5
35806,5
14117,1
23732,4
32779,5
2735,6
10819,1
11633,1
1102,6
24525,3
27392,3
17601,2
23615,4
19130,2
5361,6
26916,3
14967,1
15054,1
36653,5
26612,3
8408,6
24038,4
24376,3
3682,6
6768,6
5532,6
35888,5
25998,3
9295,1
4929,6
61,6
30276,5
4821,6
1649,6
30009,5
34806,5
19092,2
32382,5
3018,6
21312,2
27329,3
4116,6
6580,6
13648,1
27766,3
1915,6
29674,5
8103,6
4692,6
24054,4
14597,1
15898,1
3344,6
5043,6
25559,3
25635,3
35832,5
22240,2
36070,5
16227,1
32728,5
24711,3
1880,6
14718,1
24372,3
26845,3
22354,2
5765,6
27831,3
22903,2
23302,4
1302,6
25610,3
1932,6
24102,4
31477,5
30755,5
6986,6
10368,1
27745,3
11653,1
20939,2
664,6
9852,1
28458,5
31857,5
3505,6
8357,6
23391,4
11035,1
19421,2
22781,2
1981,6
9368,1
17281,1
14831,1
8449,6
18686,2
13597,1
34861,5
27287,3
7938,6
31809,5
17409,1
29883,5
2942,6
3338,6
31363,5
11149,1
7720,6
3146,6
24164,3
15709,1
8,6
1429,6
6810,6
1563,6
4694,6
14883,1
37125,5
5760,6
18157,2
27116,3
32771,5
31965,5
11294,1
34027,5
36236,5
1610,6
23159,4
7686,6
19432,2
18428,2
23886,4
26334,3
19957,2
25525,3
18664,2
31072,5
23075,2
2474,6
22147,2
21365,2
35957,5
23949,4
10238,1
25173,3
31314,5
7322,6
24165,3
18142,2
26031,3
29628,5
25215,3
35913,5
0,6
7824,6
33597,5
28654,5
25434,3
19285,2
2461,6
20521,2
29889,5
11458,1
25915,3
16996,1
19670,2
6244,6
26954,3
26789,3
7488,6
34819,5
8460,6
16644,1
17873,2
25364,3
15031,1
23378,4
35998,5
18781,2
12065,1
24512,3
21087,2
4147,6
31594,5
32211,5
13145,1
11289,1
11212,1
9864,1
29548,5
23332,4
21488,2
31283,5
20235,2
35519,5
121,6
10284,1
9824,1
13255,1
14757,1
27998,5
35391,5
8902,6
21092,2
405,6
9662,1
7591,6
29319,5
22412,2
29855,5
17854,2
29022,5
37032,5
29517,5
35679,5
27720,3
23079,2
16739,1
28976,5
2366,6
36397,5
10911,1
2784,6
29581,5
35145,5
34680,5
22239,2
10633,1
31783,5
32983,5
20133,2
21633,2
31924,5
13901,1
30424,5
33099,5
11491,1
10183,1
9616,1
32407,5
32398,5
32439,5
4377,6
18268,2
13481,1
14978,1
25612,3
21255,2
2133,6
261,6
34974,5
17061,1
24301,3
31463,5
25653,3
30834,5
28656,5
6417,6
11021,1
13293,1
59,6
23501,4
25456,3
26056,3
35981,5
27794,3
21420,2
16814,1
2641,6
17791,2
26962,3
21022,2
16956,1
17395,1
4166,6
22195,2
18689,2
35403,5
36853,5
29254,5
19919,2
31705,5
8843,6
31944,5
13328,1
7677,6
32040,5
18003,2
22768,2
16577,1
28487,5
32799,5
23752,4
30772,5
18696,2
12202,1
7054,6
17623,2
369,6
11839,1
32180,5
15501,1
343,6
14373,1
18567,2
24601,3
2391,6
25855,3
3731,6
16008,1
20982,2
29304,5
15791,1
30231,5
31185,5
25527,3
8738,6
27141,3
7301,6
30448,5
14925,1
5345,6
33469,5
11437,1
12160,1
32788,5
594,6
3531,6
35962,5
1461,6
22192,2
11853,1
10694,1
22968,2
21063,2
23003,2
26708,3
3522,6
35267,5
37129,5
2488,6
32,6
6147,6
13139,1
568,6
23952,4
29088,5
8474,6
19069,2
32610,5
17641,2
3452,6
5753,6
15013,1
14340,1
14015,1
2739,6
6162,6
21479,2
25584,3
24058,4
5370,6
21175,2
31587,5
20026,2
4204,6
5129,6
36782,5
34567,5
20653,2
27975,5
8017,6
17424,1
11182,1
14351,1
9490,1
28263,5
8910,6
35522,5
2703,6
25276,3
5219,6
11034,1
17044,1
4999,6
10989,1
1454,6
9860,1
7084,6
20340,2
18120,2
31845,5
34716,5
17927,2
29514,5
33402,5
21696,2
31053,5
19587,2
36695,5
17693,2
5356,6
37072,5
27364,3
8037,6
36542,5
30451,5
32560,5
36609,5
17556,2
1076,6
28768,5
35173,5
30724,5
34133,5
7522,6
34812,5
24589,3
29154,5
3460,6
31518,5
20196,2
17116,1
33866,5
36205,5
10752,1
28811,5
1060,6
15911,1
27750,3
24815,3
31742,5
27565,3
24473,3
2884,6
36186,5
18711,2
30952,5
27050,3
774,6
35945,5
35730,5
489,6
34092,5
29609,5
22459,2
10861,1
24943,3
7364,6
23359,4
28362,5
16838,1
16299,1
29076,5
11036,1
34138,5
23882,4
3874,6
11483,1
10523,1
19553,2
2468,6
27937,5
22813,2
28981,5
33351,5
5368,6
28421,5
12847,1
34043,5
34221,5
12,6
27037,3
8627,6
37333,5
19383,2
10928,1
34238,5
31639,5
17883,2
672,6
17988,2
22337,2
5126,6
13711,1
32237,5
29864,5
30007,5
19868,2
37216,5
34527,5
13341,1
26833,3
861,6
3618,6
20542,2
28524,5
8191,6
20689,2
31322,5
5857,6
30203,5
9101,1
25405,3
1957,6
19514,2
26313,3
26850,3
2187,6
4239,6
23567,4
28809,5
29734,5
2105,6
975,6
7140,6
22812,2
19933,2
20424,2
29322,5
14051,1
15366,1
13571,1
11261,1
4546,6
35179,5
1095,6
25981,3
32545,5
15282,1
15364,1
12023,1
5828,6
20813,2
28803,5
28841,5
34703,5
30643,5
21599,2
29620,5
23885,4
29529,5
25828,3
16040,1
18554,2
22666,2
31767,5
33445,5
17875,2
748,6
4386,6
19124,2
12535,1
34292,5
22401,2
28627,5
23166,4
33420,5
20828,2
6547,6
33687,5
19084,2
30485,5
16808,1
35575,5
12131,1
26505,3
33565,5
21606,2
15209,1
5613,6
36171,5
25575,3
37122,5
28464,5
9732,1
11807,1
7190,6
16272,1
2919,6
7778,6
19661,2
25442,3
8150,6
26526,3
29929,5
7319,6
25424,3
33710,5
19141,2
1382,6
34408,5
20465,2
30900,5
6260,6
3121,6
21512,2
5506,6
32175,5
20696,2
7300,6
34967,5
7540,6
13288,1
410,6
13505,1
11278,1
12563,1
27053,3
31118,5
24833,3
15264,1
1702,6
9304,1
32099,5
36037,5
11324,1
5332,6
30569,5
4297,6
17506,2
30757,5
140,6
28516,5
30046,5
8108,6
34723,5
17776,2
4041,6
33200,5
30779,5
35558,5
12625,1
30608,5
32700,5
27135,3
16555,1
8985,6
19427,2
952,6
3471,6
12831,1
15625,1
4265,6
19241,2
27594,3
19034,2
32971,5
28525,5
14889,1
25929,3
18130,2
5640,6
3835,6
1289,6
7136,6
34733,5
36576,5
2057,6
36285,5
3517,6
37044,5
2076,6
23096,2
17727,2
30422,5
1334,6
6634,6
15923,1
35239,5
30824,5
16120,1
17612,2
32021,5
28697,5
35492,5
12124,1
25643,3
22242,2
16417,1
36027,5
35389,5
23645,4
5813,6
15859,1
30334,5
34978,5
16589,1
12275,1
33215,5
22619,2
12348,1
944,6
26271,3
35180,5
19762,2
3611,6
5490,6
13506,1
5625,6
14391,1
7538,6
36479,5
10801,1
11561,1
24875,3
34083,5
1016,6
35216,5
15535,1
21131,2
23787,4
10012,1
27982,5
15999,1
32042,5
26537,3
26327,3
2021,6
2227,6
8690,6
13543,1
34429,5
35669,5
13655,1
32952,5
30405,5
6017,6
28575,5
14461,1
19402,2
35368,5
17683,2
4255,6
12951,1
6051,6
4337,6
12527,1
13789,1
12780,1
329,6
11912,1
18002,2
31284,5
34881,5
35837,5
31833,5
7219,6
32497,5
15697,1
25514,3
2531,6
21812,2
9178,1
5818,6
36407,5
21320,2
407,6
14269,1
6782,6
23889,4
17092,1
33379,5
11961,1
7437,6
8991,6
34200,5
11865,1
29316,5
34699,5
23179,4
2929,6
23804,4
4424,6
37105,5
25973,3
15819,1
12814,1
33877,5
630,6
8899,6
20260,2
1100,6
12210,1
35246,5
15095,1
15172,1
34335,5
20860,2
27223,3
19230,2
25451,3
20432,2
27537,3
32285,5
21837,2
31404,5
26111,3
33097,5
2252,6
25906,3
21250,2
21815,2
18488,2
6564,6
35203,5
31080,5
23382,4
1855,6
2553,6
26341,3
9580,1
15817,1
23095,2
9045,6
22644,2
21071,2
25438,3
25937,3
31205,5
37084,5
11205,1
35451,5
7871,6
23259,4
22273,2
13347,1
15373,1
2085,6
6073,6
16938,1
34415,5
32268,5
35027,5
24574,3
13888,1
13498,1
11883,1
23506,4
28571,5
2192,6
18305,2
33530,5
1031,6
11973,1
4488,6
3667,6
27896,3
5979,6
8743,6
24959,3
24392,3
22823,2
20425,2
20135,2
28106,5
12558,1
36511,5
14798,1
8851,6
3828,6
26185,3
19828,2
3793,6
32732,5
36598,5
11054,1
2724,6
29826,5
14184,1
7321,6
18725,2
27569,3
18349,2
20460,2
17811,2
26714,3
35259,5
30770,5
13022,1
18237,2
3132,6
24083,4
26149,3
35352,5
36920,5
32828,5
35708,5
2622,6
25294,3
8885,6
5564,6
15155,1
6820,6
34865,5
21731,2
10561,1
28556,5
16724,1
8332,6
4159,6
21492,2
23729,4
5751,6
21912,2
21601,2
257,6
12619,1
11148,1
7605,6
26067,3
12802,1
699,6
34796,5
30108,5
15288,1
28994,5
33249,5
27810,3
17847,2
30181,5
13267,1
21471,2
34256,5
12125,1
20923,2
6884,6
15626,1
33190,5
36075,5
51,6
9555,1
19644,2
19352,2
16500,1
28580,5
4618,6
28140,5
878,6
891,6
21626,2
9765,1
12930,1
14572,1
437,6
36408,5
25497,3
8952,6
6010,6
21943,2
9832,1
3245,6
25270,3
30440,5
3574,6
30934,5
26748,3
21718,2
11572,1
9454,1
34765,5
27683,3
18411,2
36048,5
13681,1
13510,1
4504,6
2610,6
2074,6
12335,1
4211,6
14209,1
16619,1
2280,6
33444,5
28597,5
5705,6
7553,6
18848,2
35141,5
4970,6
9261,1
33601,5
20498,2
4217,6
1310,6
36170,5
23483,4
13670,1
9482,1
2715,6
17059,1
14384,1
36929,5
20536,2
27531,3
24902,3
16266,1
33482,5
33910,5
7613,6
15425,1
5344,6
19761,2
25944,3
9492,1
37198,5
32968,5
14688,1
28377,5
36700,5
2527,6
4602,6
11273,1
35516,5
11014,1
16145,1
29012,5
29149,5
2694,6
17822,2
35020,5
30035,5
20654,2
28441,5
16704,1
15081,1
30687,5
32011,5
13806,1
24979,3
26196,3
5839,6
34893,5
8747,6
18647,2
16518,1
1005,6
19548,2
30228,5
30936,5
15661,1
20562,2
22841,2
19461,2
34609,5
17413,1
10424,1
25859,3
31650,5
36413,5
31260,5
11652,1
17830,2
5027,6
34750,5
13381,1
12613,1
14671,1
11910,1
17154,1
6477,6
1645,6
11330,1
27405,3
532,6
24149,3
6353,6
2774,6
33070,5
3061,6
7738,6
19692,2
20440,2
19179,2
7636,6
28810,5
35376,5
20650,2
11831,1
11138,1
17334,1
895,6
14870,1
14771,1
7868,6
28783,5
1746,6
22091,2
24510,3
8852,6
2420,6
33331,5
25095,3
21121,2
13844,1
3231,6
4609,6
3968,6
11097,1
14122,1
9938,1
1476,6
27281,3
28850,5
7807,6
21571,2
19434,2
22800,2
22274,2
26349,3
33244,5
